-2.5,-2.3,1.48,-0.07
-2.5,-2.3,1.58,-0.09
-2.5,-2.3,1.68,-0.06
-2.5,-2.3,1.79,0.0
-2.5,-2.3,1.89,0.1
-2.5,-2.3,1.99,0.22
-2.5,-2.3,2.09,0.37
-2.5,-2.3,2.19,0.54
-2.5,-2.3,2.3,0.72
-2.5,-2.3,2.4,0.89
-2.5,-2.3,2.5,1.06
-2.5,-2.19,-2.5,-0.39
-2.5,-2.19,-2.4,-0.6
-2.5,-2.19,-2.3,-0.81
-2.5,-2.19,-2.19,-1.0
-2.5,-2.19,-2.09,-1.15
-2.5,-2.19,-1.99,-1.27
-2.5,-2.19,-1.89,-1.36
-2.5,-2.19,-1.79,-1.42
-2.5,-2.19,-1.68,-1.45
-2.5,-2.19,-1.58,-1.44
-2.5,-2.19,-1.48,-1.4
-2.5,-2.19,-1.38,-1.33
-2.5,-2.19,-1.28,-1.23
-2.5,-2.19,-1.17,-1.1
-2.5,-2.19,-1.07,-0.95
-2.5,-2.19,-0.97,-0.78
-2.5,-2.19,-0.87,-0.59
-2.5,-2.19,-0.77,-0.39
-2.5,-2.19,-0.66,-0.18
-2.5,-2.19,-0.56,0.04
-2.5,-2.19,-0.46,0.25
-2.5,-2.19,-0.36,0.45
-2.5,-2.19,-0.26,0.63
-2.5,-2.19,-0.15,0.79
-2.5,-2.19,-0.05,0.92
-2.5,-2.19,0.05,1.02
-2.5,-2.19,0.15,1.09
-2.5,-2.19,0.26,1.12
-2.5,-2.19,0.36,1.11
-2.5,-2.19,0.46,1.06
-2.5,-2.19,0.56,0.98
-2.5,-2.19,0.66,0.88
-2.5,-2.19,0.77,0.76
-2.5,-2.19,0.87,0.62
-2.5,-2.19,0.97,0.48
-2.5,-2.19,1.07,0.34
-2.5,-2.19,1.17,0.21
-2.5,-2.19,1.28,0.11
-2.5,-2.19,1.38,0.03
-2.5,-2.19,1.48,-0.02
-2.5,-2.19,1.58,-0.03
-2.5,-2.19,1.68,-0.01
-2.5,-2.19,1.79,0.05
-2.5,-2.19,1.89,0.14
-2.5,-2.19,1.99,0.26
-2.5,-2.19,2.09,0.4
-2.5,-2.19,2.19,0.56
-2.5,-2.19,2.3,0.73
-2.5,-2.19,2.4,0.9
-2.5,-2.19,2.5,1.05
-2.5,-2.09,-2.5,-0.51
-2.5,-2.09,-2.4,-0.73
-2.5,-2.09,-2.3,-0.94
-2.5,-2.09,-2.19,-1.13
-2.5,-2.09,-2.09,-1.28
-2.5,-2.09,-1.99,-1.4
-2.5,-2.09,-1.89,-1.49
-2.5,-2.09,-1.79,-1.54
-2.5,-2.09,-1.68,-1.56
-2.5,-2.09,-1.58,-1.55
-2.5,-2.09,-1.48,-1.5
-2.5,-2.09,-1.38,-1.42
-2.5,-2.09,-1.28,-1.31
-2.5,-2.09,-1.17,-1.18
-2.5,-2.09,-1.07,-1.02
-2.5,-2.09,-0.97,-0.85
-2.5,-2.09,-0.87,-0.66
-2.5,-2.09,-0.77,-0.45
-2.5,-2.09,-0.66,-0.24
-2.5,-2.09,-0.56,-0.03
-2.5,-2.09,-0.46,0.18
-2.5,-2.09,-0.36,0.38
-2.5,-2.09,-0.26,0.57
-2.5,-2.09,-0.15,0.73
-2.5,-2.09,-0.05,0.87
-2.5,-2.09,0.05,0.97
-2.5,-2.09,0.15,1.04
-2.5,-2.09,0.26,1.08
-2.5,-2.09,0.36,1.08
-2.5,-2.09,0.46,1.04
-2.5,-2.09,0.56,0.97
-2.5,-2.09,0.66,0.88
-2.5,-2.09,0.77,0.77
-2.5,-2.09,0.87,0.64
-2.5,-2.09,0.97,0.5
-2.5,-2.09,1.07,0.37
-2.5,-2.09,1.17,0.25
-2.5,-2.09,1.28,0.15
-2.5,-2.09,1.38,0.07
-2.5,-2.09,1.48,0.02
-2.5,-2.09,1.58,0.01
-2.5,-2.09,1.68,0.03
-2.5,-2.09,1.79,0.08
-2.5,-2.09,1.89,0.16
-2.5,-2.09,1.99,0.28
-2.5,-2.09,2.09,0.41
-2.5,-2.09,2.19,0.56
-2.5,-2.09,2.3,0.72
-2.5,-2.09,2.4,0.87
-2.5,-2.09,2.5,1.02
-2.5,-1.99,-2.5,-0.61
-2.5,-1.99,-2.4,-0.84
-2.5,-1.99,-2.3,-1.06
-2.5,-1.99,-2.19,-1.25
-2.5,-1.99,-2.09,-1.4
-2.5,-1.99,-1.99,-1.52
-2.5,-1.99,-1.89,-1.6
-2.5,-1.99,-1.79,-1.65
-2.5,-1.99,-1.68,-1.66
-2.5,-1.99,-1.58,-1.64
-2.5,-1.99,-1.48,-1.59
-2.5,-1.99,-1.38,-1.5
-2.5,-1.99,-1.28,-1.39
-2.5,-1.99,-1.17,-1.25
-2.5,-1.99,-1.07,-1.09
-2.5,-1.99,-0.97,-0.91
-2.5,-1.99,-0.87,-0.72
-2.5,-1.99,-0.77,-0.52
-2.5,-1.99,-0.66,-0.31
-2.5,-1.99,-0.56,-0.1
-2.5,-1.99,-0.46,0.11
-2.5,-1.99,-0.36,0.31
-2.5,-1.99,-0.26,0.5
-2.5,-1.99,-0.15,0.66
-2.5,-1.99,-0.05,0.8
-2.5,-1.99,0.05,0.91
-2.5,-1.99,0.15,0.99
-2.5,-1.99,0.26,1.03
-2.5,-1.99,0.36,1.04
-2.5,-1.99,0.46,1.01
-2.5,-1.99,0.56,0.96
-2.5,-1.99,0.66,0.88
-2.5,-1.99,0.77,0.77
-2.5,-1.99,0.87,0.66
-2.5,-1.99,0.97,0.53
-2.5,-1.99,1.07,0.41
-2.5,-1.99,1.17,0.29
-2.5,-1.99,1.28,0.19
-2.5,-1.99,1.38,0.11
-2.5,-1.99,1.48,0.06
-2.5,-1.99,1.58,0.04
-2.5,-1.99,1.68,0.05
-2.5,-1.99,1.79,0.1
-2.5,-1.99,1.89,0.17
-2.5,-1.99,1.99,0.27
-2.5,-1.99,2.09,0.4
-2.5,-1.99,2.19,0.53
-2.5,-1.99,2.3,0.68
-2.5,-1.99,2.4,0.83
-2.5,-1.99,2.5,0.97
-2.5,-1.89,-2.5,-0.7
-2.5,-1.89,-2.4,-0.93
-2.5,-1.89,-2.3,-1.15
-2.5,-1.89,-2.19,-1.34
-2.5,-1.89,-2.09,-1.5
-2.5,-1.89,-1.99,-1.61
-2.5,-1.89,-1.89,-1.69
-2.5,-1.89,-1.79,-1.73
-2.5,-1.89,-1.68,-1.74
-2.5,-1.89,-1.58,-1.71
-2.5,-1.89,-1.48,-1.65
-2.5,-1.89,-1.38,-1.56
-2.5,-1.89,-1.28,-1.45
-2.5,-1.89,-1.17,-1.31
-2.5,-1.89,-1.07,-1.15
-2.5,-1.89,-0.97,-0.97
-2.5,-1.89,-0.87,-0.78
-2.5,-1.89,-0.77,-0.58
-2.5,-1.89,-0.66,-0.38
-2.5,-1.89,-0.56,-0.17
-2.5,-1.89,-0.46,0.03
-2.5,-1.89,-0.36,0.23
-2.5,-1.89,-0.26,0.41
-2.5,-1.89,-0.15,0.58
-2.5,-1.89,-0.05,0.72
-2.5,-1.89,0.05,0.83
-2.5,-1.89,0.15,0.92
-2.5,-1.89,0.26,0.97
-2.5,-1.89,0.36,0.99
-2.5,-1.89,0.46,0.98
-2.5,-1.89,0.56,0.94
-2.5,-1.89,0.66,0.87
-2.5,-1.89,0.77,0.78
-2.5,-1.89,0.87,0.67
-2.5,-1.89,0.97,0.56
-2.5,-1.89,1.07,0.44
-2.5,-1.89,1.17,0.33
-2.5,-1.89,1.28,0.23
-2.5,-1.89,1.38,0.16
-2.5,-1.89,1.48,0.1
-2.5,-1.89,1.58,0.08
-2.5,-1.89,1.68,0.08
-2.5,-1.89,1.79,0.11
-2.5,-1.89,1.89,0.18
-2.5,-1.89,1.99,0.27
-2.5,-1.89,2.09,0.38
-2.5,-1.89,2.19,0.5
-2.5,-1.89,2.3,0.64
-2.5,-1.89,2.4,0.77
-2.5,-1.89,2.5,0.9
-2.5,-1.79,-2.5,-0.78
-2.5,-1.79,-2.4,-1.01
-2.5,-1.79,-2.3,-1.23
-2.5,-1.79,-2.19,-1.42
-2.5,-1.79,-2.09,-1.57
-2.5,-1.79,-1.99,-1.68
-2.5,-1.79,-1.89,-1.75
-2.5,-1.79,-1.79,-1.79
-2.5,-1.79,-1.68,-1.79
-2.5,-1.79,-1.58,-1.76
-2.5,-1.79,-1.48,-1.7
-2.5,-1.79,-1.38,-1.61
-2.5,-1.79,-1.28,-1.49
-2.5,-1.79,-1.17,-1.35
-2.5,-1.79,-1.07,-1.19
-2.5,-1.79,-0.97,-1.02
-2.5,-1.79,-0.87,-0.84
-2.5,-1.79,-0.77,-0.64
-2.5,-1.79,-0.66,-0.45
-2.5,-1.79,-0.56,-0.25
-2.5,-1.79,-0.46,-0.05
-2.5,-1.79,-0.36,0.14
-2.5,-1.79,-0.26,0.32
-2.5,-1.79,-0.15,0.48
-2.5,-1.79,-0.05,0.63
-2.5,-1.79,0.05,0.75
-2.5,-1.79,0.15,0.84
-2.5,-1.79,0.26,0.9
-2.5,-1.79,0.36,0.93
-2.5,-1.79,0.46,0.94
-2.5,-1.79,0.56,0.91
-2.5,-1.79,0.66,0.86
-2.5,-1.79,0.77,0.78
-2.5,-1.79,0.87,0.69
-2.5,-1.79,0.97,0.58
-2.5,-1.79,1.07,0.48
-2.5,-1.79,1.17,0.37
-2.5,-1.79,1.28,0.28
-2.5,-1.79,1.38,0.2
-2.5,-1.79,1.48,0.14
-2.5,-1.79,1.58,0.11
-2.5,-1.79,1.68,0.11
-2.5,-1.79,1.79,0.13
-2.5,-1.79,1.89,0.19
-2.5,-1.79,1.99,0.26
-2.5,-1.79,2.09,0.36
-2.5,-1.79,2.19,0.47
-2.5,-1.79,2.3,0.59
-2.5,-1.79,2.4,0.72
-2.5,-1.79,2.5,0.84
-2.5,-1.68,-2.5,-0.84
-2.5,-1.68,-2.4,-1.07
-2.5,-1.68,-2.3,-1.28
-2.5,-1.68,-2.19,-1.46
-2.5,-1.68,-2.09,-1.61
-2.5,-1.68,-1.99,-1.71
-2.5,-1.68,-1.89,-1.78
-2.5,-1.68,-1.79,-1.81
-2.5,-1.68,-1.68,-1.81
-2.5,-1.68,-1.58,-1.77
-2.5,-1.68,-1.48,-1.71
-2.5,-1.68,-1.38,-1.62
-2.5,-1.68,-1.28,-1.5
-2.5,-1.68,-1.17,-1.37
-2.5,-1.68,-1.07,-1.22
-2.5,-1.68,-0.97,-1.06
-2.5,-1.68,-0.87,-0.88
-2.5,-1.68,-0.77,-0.7
-2.5,-1.68,-0.66,-0.51
-2.5,-1.68,-0.56,-0.32
-2.5,-1.68,-0.46,-0.14
-2.5,-1.68,-0.36,0.05
-2.5,-1.68,-0.26,0.22
-2.5,-1.68,-0.15,0.38
-2.5,-1.68,-0.05,0.52
-2.5,-1.68,0.05,0.65
-2.5,-1.68,0.15,0.74
-2.5,-1.68,0.26,0.82
-2.5,-1.68,0.36,0.86
-2.5,-1.68,0.46,0.88
-2.5,-1.68,0.56,0.87
-2.5,-1.68,0.66,0.83
-2.5,-1.68,0.77,0.77
-2.5,-1.68,0.87,0.69
-2.5,-1.68,0.97,0.6
-2.5,-1.68,1.07,0.51
-2.5,-1.68,1.17,0.41
-2.5,-1.68,1.28,0.32
-2.5,-1.68,1.38,0.24
-2.5,-1.68,1.48,0.19
-2.5,-1.68,1.58,0.15
-2.5,-1.68,1.68,0.14
-2.5,-1.68,1.79,0.15
-2.5,-1.68,1.89,0.19
-2.5,-1.68,1.99,0.26
-2.5,-1.68,2.09,0.34
-2.5,-1.68,2.19,0.44
-2.5,-1.68,2.3,0.55
-2.5,-1.68,2.4,0.66
-2.5,-1.68,2.5,0.77
-2.5,-1.58,-2.5,-0.89
-2.5,-1.58,-2.4,-1.1
-2.5,-1.58,-2.3,-1.31
-2.5,-1.58,-2.19,-1.48
-2.5,-1.58,-2.09,-1.62
-2.5,-1.58,-1.99,-1.71
-2.5,-1.58,-1.89,-1.77
-2.5,-1.58,-1.79,-1.8
-2.5,-1.58,-1.68,-1.8
-2.5,-1.58,-1.58,-1.76
-2.5,-1.58,-1.48,-1.69
-2.5,-1.58,-1.38,-1.6
-2.5,-1.58,-1.28,-1.5
-2.5,-1.58,-1.17,-1.37
-2.5,-1.58,-1.07,-1.23
-2.5,-1.58,-0.97,-1.08
-2.5,-1.58,-0.87,-0.91
-2.5,-1.58,-0.77,-0.75
-2.5,-1.58,-0.66,-0.57
-2.5,-1.58,-0.56,-0.4
-2.5,-1.58,-0.46,-0.23
-2.5,-1.58,-0.36,-0.06
-2.5,-1.58,-0.26,0.11
-2.5,-1.58,-0.15,0.26
-2.5,-1.58,-0.05,0.41
-2.5,-1.58,0.05,0.53
-2.5,-1.58,0.15,0.64
-2.5,-1.58,0.26,0.72
-2.5,-1.58,0.36,0.78
-2.5,-1.58,0.46,0.81
-2.5,-1.58,0.56,0.82
-2.5,-1.58,0.66,0.8
-2.5,-1.58,0.77,0.75
-2.5,-1.58,0.87,0.69
-2.5,-1.58,0.97,0.62
-2.5,-1.58,1.07,0.53
-2.5,-1.58,1.17,0.44
-2.5,-1.58,1.28,0.36
-2.5,-1.58,1.38,0.28
-2.5,-1.58,1.48,0.22
-2.5,-1.58,1.58,0.18
-2.5,-1.58,1.68,0.16
-2.5,-1.58,1.79,0.17
-2.5,-1.58,1.89,0.2
-2.5,-1.58,1.99,0.25
-2.5,-1.58,2.09,0.32
-2.5,-1.58,2.19,0.41
-2.5,-1.58,2.3,0.5
-2.5,-1.58,2.4,0.6
-2.5,-1.58,2.5,0.7
-2.5,-1.48,-2.5,-0.92
-2.5,-1.48,-2.4,-1.12
-2.5,-1.48,-2.3,-1.32
-2.5,-1.48,-2.19,-1.48
-2.5,-1.48,-2.09,-1.6
-2.5,-1.48,-1.99,-1.69
-2.5,-1.48,-1.89,-1.74
-2.5,-1.48,-1.79,-1.76
-2.5,-1.48,-1.68,-1.75
-2.5,-1.48,-1.58,-1.71
-2.5,-1.48,-1.48,-1.65
-2.5,-1.48,-1.38,-1.56
-2.5,-1.48,-1.28,-1.46
-2.5,-1.48,-1.17,-1.34
-2.5,-1.48,-1.07,-1.22
-2.5,-1.48,-0.97,-1.08
-2.5,-1.48,-0.87,-0.93
-2.5,-1.48,-0.77,-0.79
-2.5,-1.48,-0.66,-0.63
-2.5,-1.48,-0.56,-0.48
-2.5,-1.48,-0.46,-0.32
-2.5,-1.48,-0.36,-0.16
-2.5,-1.48,-0.26,-0.01
-2.5,-1.48,-0.15,0.14
-2.5,-1.48,-0.05,0.28
-2.5,-1.48,0.05,0.4
-2.5,-1.48,0.15,0.51
-2.5,-1.48,0.26,0.61
-2.5,-1.48,0.36,0.68
-2.5,-1.48,0.46,0.72
-2.5,-1.48,0.56,0.75
-2.5,-1.48,0.66,0.74
-2.5,-1.48,0.77,0.72
-2.5,-1.48,0.87,0.67
-2.5,-1.48,0.97,0.61
-2.5,-1.48,1.07,0.54
-2.5,-1.48,1.17,0.46
-2.5,-1.48,1.28,0.38
-2.5,-1.48,1.38,0.31
-2.5,-1.48,1.48,0.25
-2.5,-1.48,1.58,0.21
-2.5,-1.48,1.68,0.18
-2.5,-1.48,1.79,0.18
-2.5,-1.48,1.89,0.2
-2.5,-1.48,1.99,0.24
-2.5,-1.48,2.09,0.3
-2.5,-1.48,2.19,0.37
-2.5,-1.48,2.3,0.46
-2.5,-1.48,2.4,0.54
-2.5,-1.48,2.5,0.64
-2.5,-1.38,-2.5,-0.95
-2.5,-1.38,-2.4,-1.13
-2.5,-1.38,-2.3,-1.31
-2.5,-1.38,-2.19,-1.46
-2.5,-1.38,-2.09,-1.57
-2.5,-1.38,-1.99,-1.64
-2.5,-1.38,-1.89,-1.68
-2.5,-1.38,-1.79,-1.7
-2.5,-1.38,-1.68,-1.68
-2.5,-1.38,-1.58,-1.64
-2.5,-1.38,-1.48,-1.58
-2.5,-1.38,-1.38,-1.5
-2.5,-1.38,-1.28,-1.4
-2.5,-1.38,-1.17,-1.3
-2.5,-1.38,-1.07,-1.19
-2.5,-1.38,-0.97,-1.07
-2.5,-1.38,-0.87,-0.94
-2.5,-1.38,-0.77,-0.82
-2.5,-1.38,-0.66,-0.68
-2.5,-1.38,-0.56,-0.55
-2.5,-1.38,-0.46,-0.41
-2.5,-1.38,-0.36,-0.27
-2.5,-1.38,-0.26,-0.13
-2.5,-1.38,-0.15,0.0
-2.5,-1.38,-0.05,0.14
-2.5,-1.38,0.05,0.26
-2.5,-1.38,0.15,0.37
-2.5,-1.38,0.26,0.47
-2.5,-1.38,0.36,0.55
-2.5,-1.38,0.46,0.62
-2.5,-1.38,0.56,0.65
-2.5,-1.38,0.66,0.67
-2.5,-1.38,0.77,0.66
-2.5,-1.38,0.87,0.63
-2.5,-1.38,0.97,0.58
-2.5,-1.38,1.07,0.52
-2.5,-1.38,1.17,0.46
-2.5,-1.38,1.28,0.39
-2.5,-1.38,1.38,0.32
-2.5,-1.38,1.48,0.26
-2.5,-1.38,1.58,0.22
-2.5,-1.38,1.68,0.19
-2.5,-1.38,1.79,0.18
-2.5,-1.38,1.89,0.2
-2.5,-1.38,1.99,0.23
-2.5,-1.38,2.09,0.28
-2.5,-1.38,2.19,0.34
-2.5,-1.38,2.3,0.41
-2.5,-1.38,2.4,0.49
-2.5,-1.38,2.5,0.57
-2.5,-1.28,-2.5,-0.96
-2.5,-1.28,-2.4,-1.13
-2.5,-1.28,-2.3,-1.3
-2.5,-1.28,-2.19,-1.43
-2.5,-1.28,-2.09,-1.52
-2.5,-1.28,-1.99,-1.58
-2.5,-1.28,-1.89,-1.61
-2.5,-1.28,-1.79,-1.61
-2.5,-1.28,-1.68,-1.59
-2.5,-1.28,-1.58,-1.55
-2.5,-1.28,-1.48,-1.49
-2.5,-1.28,-1.38,-1.41
-2.5,-1.28,-1.28,-1.33
-2.5,-1.28,-1.17,-1.24
-2.5,-1.28,-1.07,-1.14
-2.5,-1.28,-0.97,-1.04
-2.5,-1.28,-0.87,-0.94
-2.5,-1.28,-0.77,-0.84
-2.5,-1.28,-0.66,-0.73
-2.5,-1.28,-0.56,-0.62
-2.5,-1.28,-0.46,-0.5
-2.5,-1.28,-0.36,-0.39
-2.5,-1.28,-0.26,-0.26
-2.5,-1.28,-0.15,-0.14
-2.5,-1.28,-0.05,-0.01
-2.5,-1.28,0.05,0.11
-2.5,-1.28,0.15,0.22
-2.5,-1.28,0.26,0.32
-2.5,-1.28,0.36,0.41
-2.5,-1.28,0.46,0.48
-2.5,-1.28,0.56,0.53
-2.5,-1.28,0.66,0.56
-2.5,-1.28,0.77,0.57
-2.5,-1.28,0.87,0.56
-2.5,-1.28,0.97,0.53
-2.5,-1.28,1.07,0.48
-2.5,-1.28,1.17,0.43
-2.5,-1.28,1.28,0.37
-2.5,-1.28,1.38,0.31
-2.5,-1.28,1.48,0.25
-2.5,-1.28,1.58,0.21
-2.5,-1.28,1.68,0.18
-2.5,-1.28,1.79,0.17
-2.5,-1.28,1.89,0.18
-2.5,-1.28,1.99,0.2
-2.5,-1.28,2.09,0.24
-2.5,-1.28,2.19,0.3
-2.5,-1.28,2.3,0.36
-2.5,-1.28,2.4,0.43
-2.5,-1.28,2.5,0.51
-2.5,-1.17,-2.5,-0.98
-2.5,-1.17,-2.4,-1.13
-2.5,-1.17,-2.3,-1.27
-2.5,-1.17,-2.19,-1.38
-2.5,-1.17,-2.09,-1.46
-2.5,-1.17,-1.99,-1.5
-2.5,-1.17,-1.89,-1.52
-2.5,-1.17,-1.79,-1.52
-2.5,-1.17,-1.68,-1.49
-2.5,-1.17,-1.58,-1.44
-2.5,-1.17,-1.48,-1.39
-2.5,-1.17,-1.38,-1.32
-2.5,-1.17,-1.28,-1.25
-2.5,-1.17,-1.17,-1.17
-2.5,-1.17,-1.07,-1.09
-2.5,-1.17,-0.97,-1.01
-2.5,-1.17,-0.87,-0.93
-2.5,-1.17,-0.77,-0.85
-2.5,-1.17,-0.66,-0.77
-2.5,-1.17,-0.56,-0.68
-2.5,-1.17,-0.46,-0.59
-2.5,-1.17,-0.36,-0.5
-2.5,-1.17,-0.26,-0.4
-2.5,-1.17,-0.15,-0.29
-2.5,-1.17,-0.05,-0.17
-2.5,-1.17,0.05,-0.06
-2.5,-1.17,0.15,0.05
-2.5,-1.17,0.26,0.15
-2.5,-1.17,0.36,0.25
-2.5,-1.17,0.46,0.33
-2.5,-1.17,0.56,0.39
-2.5,-1.17,0.66,0.43
-2.5,-1.17,0.77,0.45
-2.5,-1.17,0.87,0.45
-2.5,-1.17,0.97,0.43
-2.5,-1.17,1.07,0.4
-2.5,-1.17,1.17,0.36
-2.5,-1.17,1.28,0.31
-2.5,-1.17,1.38,0.26
-2.5,-1.17,1.48,0.21
-2.5,-1.17,1.58,0.18
-2.5,-1.17,1.68,0.15
-2.5,-1.17,1.79,0.14
-2.5,-1.17,1.89,0.14
-2.5,-1.17,1.99,0.16
-2.5,-1.17,2.09,0.2
-2.5,-1.17,2.19,0.25
-2.5,-1.17,2.3,0.31
-2.5,-1.17,2.4,0.37
-2.5,-1.17,2.5,0.44
-2.5,-1.07,-2.5,-1.0
-2.5,-1.07,-2.4,-1.13
-2.5,-1.07,-2.3,-1.25
-2.5,-1.07,-2.19,-1.34
-2.5,-1.07,-2.09,-1.4
-2.5,-1.07,-1.99,-1.43
-2.5,-1.07,-1.89,-1.43
-2.5,-1.07,-1.79,-1.42
-2.5,-1.07,-1.68,-1.38
-2.5,-1.07,-1.58,-1.34
-2.5,-1.07,-1.48,-1.28
-2.5,-1.07,-1.38,-1.22
-2.5,-1.07,-1.28,-1.16
-2.5,-1.07,-1.17,-1.09
-2.5,-1.07,-1.07,-1.03
-2.5,-1.07,-0.97,-0.97
-2.5,-1.07,-0.87,-0.92
-2.5,-1.07,-0.77,-0.86
-2.5,-1.07,-0.66,-0.81
-2.5,-1.07,-0.56,-0.75
-2.5,-1.07,-0.46,-0.68
-2.5,-1.07,-0.36,-0.61
-2.5,-1.07,-0.26,-0.53
-2.5,-1.07,-0.15,-0.44
-2.5,-1.07,-0.05,-0.34
-2.5,-1.07,0.05,-0.24
-2.5,-1.07,0.15,-0.14
-2.5,-1.07,0.26,-0.03
-2.5,-1.07,0.36,0.06
-2.5,-1.07,0.46,0.14
-2.5,-1.07,0.56,0.21
-2.5,-1.07,0.66,0.26
-2.5,-1.07,0.77,0.3
-2.5,-1.07,0.87,0.31
-2.5,-1.07,0.97,0.3
-2.5,-1.07,1.07,0.28
-2.5,-1.07,1.17,0.25
